Input.ngram,MTurk_label
"Neon s claims, seeking billions of dollars in alleged damages, included false advertising, business disparagement, tortious interference with prospective contracts and monopolization. IBM counterclaimed for breach of contract, tortious interference with contract and false advertising. In February 2011, the court issued a decision denying both parties motions for summary judgment, but upholding IBM s interpretation of the relevant contracts. Certain fact questions were left for the jury. The case settled on the eve of trial, resulting in IBM s winning a permanent injunction against Neon and the dismissal of all claims and counterclaims. ",True
"al., 2016-CA-002257-O (Cir. Ct. Fl.) ; and Strougo v. API Technologies Corp. et.",False
"Get Report is reportedly exploring a sale its cybersecurity business, RSA Security, which it expects could fetch at least $1 billion including debt, Bloomberg reported just ahead of the release of the company's fiscal third-quarter earnings. Citing people familiar with the discussions, Bloomberg said that Dell was considering selling the division, which helps companies detect and respond to security risks as well as reduce intellectual property theft, fraud and cybercrime. Talk of a potential RSA sale comes ahead of Dell's fiscal third-quarter earnings, which will be released after the closing bell on Tuesday. Analysts polled by FactSet are expecting earnings per share of $1.59 on sales of $23 billion. Dell acquired RSA from its 2016 takeover of EMC, which had purchased RSA for about $2.1 billion in 2006, according to Bloomberg.",False
"Moreover, Memtek will agree to an injunction which would prohibit it from selling CompactFlash products that infringe Lexar's patents in the future, Lexar said. However, the settlement does not include a license for. . . In the legal profession, information is the key to success. You have to know what s happening with clients, competitors, practice areas, and industries. Law360 provides the intelligence you need to remain an expert and beat the competition. ",False
"Corporation headquarters and state-of-the-art wafer fabrication facilities are located in San Jose, CA with regional sales and support offices and advanced technology design centers situated throughout the Americas, Europe and Asia. In addition, the Company maintains an extensive network of distributors and reps worldwide. Web: . Monolithic Power Systems,",False
"Adams, Michael) ORDER granting #11 Motion for Extension of Time to Answer. The time for Defendants to answer, move against or otherwise respond to the Complaint is hereby extended to September 12, 2019. Ordered by Magistrate Judge Arlene R. Lindsay on 8/9/2019. (Jacobwitz, Beth) Filing 12 SUMMONS Returned Executed by Data Device Corporation.",False
"Nvidia Settles Faulty Processor Suit; Dell, HP, Compaq, Mac Owners Stand to Benefit The lawsuit concerned the GeForce 8600M, the short-lived graphics processor with an unfortunate tendency to overheat. The settlement marks the end of a long and bumpy road for Nvidia, which first acknowledged the problem back in July 2008. In a statement 2008, nine class action lawsuits had been consolidated in the U.S. District Court for the Northern District of California. The suits ",True
"UBS Account Name & Number: MIPS Technologies International AG, from time to time. All payments by Licensee shall be made free and excluding taxes which are imposed on the income of MIPS. Fees payable MIPS are subject to applicable local and state sales and use taxes. calendar quarter during which such royalties accrue.",False
"No. 17-civ-05274-SVK (N.D. Cal., filed September 12, 2017) The Securities and Exchange Commission announced that a former auditor has agreed to settle charges that he tipped his relative with inside information about a client on the verge of a merger. The SEC's complaint alleges that, through his audit work at PricewaterhouseCoopers LLP, Mayank Gupta learned that San Jose, Calif.-based Cavium was making imminent preparations to acquire Aliso Viejo, Calif.-based QLogic Corp. ",False
"returned its unanimous verdict determining that all of the remaining asserted claims of Volterra s 522 patent were valid and not obvious. As a result of earlier rulings by the Court and stipulations by the defendants in the litigation, it has been determined that Infineon s flip chip integrated power stage products, PX 4640, PX 4642, PX 4650 and PX 4652 infringed all of the asserted claims of Volterra s 264 and 522 patents. the court s rulings and the jury s unanimous verdict, said Jeff Staszak, President and CEO of Volterra Semiconductor. These results bolster Volterra s intellectual property and competitive position in the market. In the next phase of the litigation, Volterra intends to pursue its claims for damages based on Infineon s infringement of these Volterra patents.",True
"She received her juris doctor, cum laude, from Loyola University New Orleans School of Law. Eric Shih Associate, Intellectual Property, Taipei. Eric Shih s practice focuses on intellectual property and patent-related matters. He has experience in patent analysis, prosecution, response and litigation. Prior to joining Preston Gates, Shih worked in the legal departments of Lite-On Technology, Inc. and VIA Technologies,",False
"Softbank s acquisition of ARM Holdings is widely known and several blogs and articles have tried to explain the business background of the huge deal. Just following the BREXIT vote, one of the best-known (worldwide) United Kingdom-based high tech companies is leaving for seemingly greener pastures. Despite the new owners assurances to leave the headquarters in the United Kingdom and promises to double the number of employees in five years, speculation persists. And, though much has been reported about the business deal, little has been said about how the acquisition changed Softbank s IP portfolio. ",False
